x, y, z
1.4, 0.0, 2.4
1.39480835, 0.0, 2.411458125
1.3904617999999995, 0.0, 2.4222074999999994
1.3869279500000002, 0.0, 2.432248125
1.3841743999999998, 0.0, 2.4415799999999996
1.3821687499999995, 0.0, 2.450203125
1.3808786, 0.0, 2.4581175
1.38027155, 0.0, 2.4653231250000003
1.3803152, 0.0, 2.47182
1.3809771499999997, 0.0, 2.4776081249999993
1.3822249999999998, 0.0, 2.4826875
1.38402635, 0.0, 2.487058125
1.3863488, 0.0, 2.49072
1.3891599499999998, 0.0, 2.4936731250000004
1.3924273999999999, 0.0, 2.4959174999999996
1.3961187499999999, 0.0, 2.497453125
1.4002016, 0.0, 2.49828
1.40464355, 0.0, 2.498398125
1.4094122, 0.0, 2.4978075000000004
1.41447515, 0.0, 2.496508125
1.4198, 0.0, 2.4945
1.42535435, 0.0, 2.491783125
1.4311058, 0.0, 2.4883574999999998
1.4370219499999999, 0.0, 2.4842231249999998
1.4430704, 0.0, 2.47938
1.44921875, 0.0, 2.473828125
1.4554346, 0.0, 2.4675675
1.46168555, 0.0, 2.4605981249999997
1.4679392, 0.0, 2.4529199999999998
1.47416315, 0.0, 2.444533125
1.4803250000000001, 0.0, 2.4354375
1.4863923500000003, 0.0, 2.4256331249999996
1.4923328, 0.0, 2.41512
1.49811395, 0.0, 2.4038981249999996
1.3983488959999997, -0.07009430400000001, 2.4
1.3931633688243439, -0.069834371790456, 2.4114581249999993
1.3888219449715513, -0.06961675150684797, 2.4222075000000003
1.385292262652888, -0.06943982096671197, 2.4322481250000005
1.382541960079616, -0.069301957987584, 2.4415799999999996
1.3805386754629996, -0.069201540387, 2.4502031249999994
1.3792500470143036, -0.06913694598249598, 2.4581174999999993
1.378643712944792, -0.06910655259160801, 2.4653231249999994
1.378687311465728, -0.069108738031872, 2.4718199999999997
1.3793484807883758, -0.069141880120824, 2.477608124999999
1.3805948591239998, -0.06920435667599999, 2.4826875000000013
1.382394084683864, -0.06929454551493601, 2.487058124999999
1.3847137956792324, -0.06941082445516801, 2.49072
1.3875216303213673, -0.06955157131423198, 2.493673125
1.3907852268215362, -0.069715163909664, 2.4959175
1.394472223391, -0.069899980059, 2.4974531249999994
1.3985502582410236, -0.07010439757977599, 2.4982800000000007
1.4029869695828723, -0.07032679428952801, 2.498398124999999
1.407749995627808, -0.07056554800579198, 2.4978075000000004
1.412806974587096, -0.070819036546104, 2.4965081250000005
1.418125544672, -0.071085637728, 2.4945
1.423673344093784, -0.07136372936901599, 2.491783125
1.429418011063712, -0.07165168928668798, 2.4883574999999998
1.435327183793048, -0.071947895298552, 2.4842231249999998
1.441368500493056, -0.07225072522214399, 2.479379999999999
1.4475095993749998, -0.072558556875, 2.4738281250000003
1.453718118650144, -0.072869768074656, 2.4675675
