x, y, z
-1.07143E-4, 0.205357, 0.0
-0.004917766624638998, 0.20506306653310002, -4.724988660000001E-5
-0.009720273912712, 0.20419476454479998, -1.851424128E-4
-0.014505968875453001, 0.20277234165370003, -4.078918782E-4
-0.019266155524095996, 0.20081604547839998, -7.097125824E-4
-0.023992137869874995, 0.19834612363749998, -0.0010848188250000002
-0.028675219924024, 0.19538282374960003, -0.0015274249055999998
-0.033306705697777, 0.19194639343330006, -0.0020317451238
-0.037877899202368004, 0.1880570803072, -0.0025919937792
-0.042380104449031, 0.1837351319899, -0.0032023851714000004
-0.046804625449000006, 0.17900079609999997, -0.003857133600000001
-0.051142766213509015, 0.1738743202561, -0.0045504533646000015
-0.05538583075379202, 0.16837595207679998, -0.0052765587648000035
-0.05952512308108302, 0.1625259391807, -0.006029664100200003
-0.06355194720661601, 0.15634452918639996, -0.006803983670400004
-0.06745760714162502, 0.14985196971249998, -0.0075937317750000045
-0.07123340689734403, 0.14306850837759996, -0.008393122713600005
-0.07487065048500703, 0.13601439280029998, -0.009196370785800007
-0.07836064191584803, 0.12870987059919994, -0.009997690291200009
-0.08169468520110103, 0.12117518939289995, -0.010791295529400008
-0.08486408435200003, 0.11343059679999992, -0.011571400800000008
-0.08786014337977904, 0.10549634043909992, -0.012332220402600009
-0.09067416629567204, 0.09739266792879991, -0.01306796863680001
-0.09329745711091303, 0.08913982688769989, -0.013772859802200008
-0.09572131983673604, 0.0807580649343999, -0.01444110819840001
-0.09793705848437503, 0.07226762968749988, -0.01506692812500001
-0.09993597706506403, 0.06368876876559987, -0.01564453388160001
-0.10170937959003704, 0.05504172978729986, -0.01616813976780001
-0.10324857007052803, 0.04634676037119985, -0.016631960083200007
-0.10454485251777103, 0.037624108135899836, -0.017030209127400008
-0.10558953094300003, 0.028894020699999835, -0.017357101200000006
-0.106373909357449, 0.020176745682099827, -0.017606850600600004
-0.10688929177235201, 0.011492530700799818, -0.017773671628800003
-0.107126982198943, 0.0028616233746998117, -0.017851778584200003
-9.7783630378E-5, 0.2045775856, -0.0015589248299999999
-0.004652639634479164, 0.20415369649668702, -0.00188151720381765
-0.009199833915833048, 0.20317547474053602, -0.0022864626006012
-0.01373113137663716, 0.20166215774422902, -0.0027679692598465496
-0.018238296919089014, 0.19963298292044798, -0.0033202454210495996
-0.02271309544538613, 0.197107187681875, -0.00393749932370625
-0.027147291857726037, 0.19410400944119202, -0.004613939207312399
-0.031532651058306216, 0.19064268561108105, -0.005343773311363951
-0.035860937949324205, 0.186742453604224, -0.006121209875356799
-0.04012391743297751, 0.182422550833303, -0.00694045713878685
-0.04431335441146366, 0.177702214711, -0.00779572334115
-0.04842101378698016, 0.17260068264999698, -0.008681216721942152
-0.05243866046172451, 0.167137192062976, -0.009591145520659204
-0.056358059337894235, 0.16133098036261898, -0.010519717976797053
-0.06017097531768688, 0.15520128496160793, -0.011461142329851605
-0.06386917330329991, 0.14876734327262492, -0.012409626819318755
-0.06744441819693087, 0.14204839270835196, -0.013359379684694405
