x, y, z
0.409091, 0.772727, 0.0
0.409211271284, 0.7826475101, 0.0
0.4095622670719999, 0.7919543803999999, 0.0
0.410129260268, 0.8006476109000001, 0.0
0.4108975237759999, 0.8087272016000001, 0.0
0.4118523304999999, 0.8161931524999999, 0.0
0.412978953344, 0.8230454636000001, 0.0
0.414262665212, 0.8292841349000001, 0.0
0.41568873900799996, 0.8349091664, 0.0
0.41724244763599994, 0.8399205581, 0.0
0.418909064, 0.8443183100000001, 0.0
0.420673861004, 0.8481024221, 0.0
0.42252211155200003, 0.8512728944, 0.0
0.42443908854799994, 0.8538297269000001, 0.0
0.426410064896, 0.8557729196, 0.0
0.42842031350000004, 0.8571024725, 0.0
0.43045510726399994, 0.8578183855999999, 0.0
0.432499719092, 0.8579206589000001, 0.0
0.43453942188800004, 0.8574092924000001, 0.0
0.436559488556, 0.8562842861000001, 0.0
0.438545192, 0.85454564, 0.0
0.44048180512400004, 0.8521933541, 0.0
0.44235460083199996, 0.8492274284, 0.0
0.444148852028, 0.8456478628999999, 0.0
0.445849831616, 0.8414546575999999, 0.0
0.44744281249999995, 0.8366478125, 0.0
0.44891306758399996, 0.8312273276, 0.0
0.450245869772, 0.8251932028999999, 0.0
0.451426491968, 0.8185454383999999, 0.0
0.45244020707599997, 0.8112840340999998, 0.0
0.45327228799999997, 0.8034089899999999, 0.0
0.45390800764399997, 0.7949203060999999, 0.0
0.454332638912, 0.7858179823999998, 0.0
0.45453145470799994, 0.7761020188999999, 0.0
0.408608534543, 0.7727269999999999, -0.020482109757
0.4087286639821954, 0.7826475101000001, -0.020488131368897867
0.4090792458149489, 0.7919543804000002, -0.020505704644436535
0.4096455703140128, 0.8006476109000001, -0.020534092243383633
0.41041292775213795, 0.8087272015999999, -0.02057255682550675
0.41136660840207634, 0.8161931524999999, -0.020620361050573487
0.4124919025365797, 0.8230454636000001, -0.02067676757835149
0.4137741004283993, 0.8292841349000001, -0.02074103906860832
0.4151984923502869, 0.8349091664, -0.020812438181111614
0.41675036857499365, 0.8399205581, -0.020890227575628965
0.418415019375272, 0.8443183099999998, -0.020973669911927995
0.4201777350238729, 0.8481024221, -0.02106202784977631
0.42202380579354803, 0.8512728943999998, -0.0211545640489415
0.4239385219570493, 0.8538297269000001, -0.021250541169191197
0.42590717378712767, 0.8557729196, -0.021349221870292985
